Keyword,SearchVolume,Position,URL,Type,CPC,Competition
"what is the legal tint limit in kentucky",30,42,"/kentucky-window-tint-medical-exemption/",organic,0.07000000029802322,0.029999999329447746
"what percent tint is legal in sc",50,42,"/south-carolina-window-tint-medical-exemption/",organic,3.8899998664855957,0.009999999776482582
"whats the darkest legal tint in oregon",30,42,"/oregon-window-tint-medical-exemption/",organic,0,0.03999999910593033
"window tint certification sticker",90,42,"/florida-window-tint-medical-exemption/",organic,1,0.03999999910593033
"window tint exemption florida",140,42,"/florida-window-tint-medical-exemption/",organic,2.9600000381469727,0.2800000011920929
"window tint in minnesota",480,42,"/minnesota-window-tint-medical-exemption/",organic,5.760000228881836,0.5099999904632568
"window tint laws massachusetts",2900,42,"/massachusetts-window-tint-medical-exemption/",organic,4.840000152587891,0.019999999552965164
"window tint laws ri",70,42,"/rhode-island-window-tint-medical-exemption/",organic,0,0.009999999776482582
"alabama tint limit",70,43,"/alabama-window-tint-medical-exemption/",organic,0,0.009999999776482582
"application for window tint medical exemption",40,43,"/california-window-tint-medical-exemption/",organic,5.75,0.18000000715255737
"are 5 percent tints legal",30,43,"/window-tint-laws-by-state",organic,0,0.05000000074505806
"arkansas tint law",1600,43,"/arkansas-window-tint-medical-exemption/",organic,0.07000000029802322,0.009999999776482582
"arkansas tint limit",50,43,"/arkansas-window-tint-medical-exemption/",organic,0,0
"can you tint your windshield in ny",30,43,"/window-tint-laws-by-state/new-york-legal-tint/",organic,0,0.009999999776482582
"city limits tint",110,43,"/window-tint-laws-by-state/virginia-legal-tint/",organic,0,0.03999999910593033
"darkest legal tint nc",20,43,"/window-tint-laws-by-state",organic,0,0.019999999552965164
"darkest legal window tint in alabama",260,43,"/alabama-window-tint-medical-exemption/",organic,0,0.019999999552965164
"dmv tint exemption",480,43,"/new-york-window-tint-medical-exemption/",organic,2.9800000190734863,0.029999999329447746
"exemption for window tint",30,43,"/indiana-window-tint-medical-exemption/",organic,14.15999984741211,0.18000000715255737
"fix it ticket california window tint",70,43,"/california-window-tint-medical-exemption/",organic,2.9200000762939453,0.10000000149011612
"georgia window tint",390,43,"/georgia-window-tint-medical-exemption/",organic,5.039999961853027,0.20999999344348907
"how to get a medical exemption for window tint",170,43,"/texas-window-tint-medical-exemption/",organic,2.4200000762939453,0.1599999964237213
"iowa law on window tint",720,43,"/iowa-window-tint-medical-exemption/",organic,0,0.009999999776482582
"iowa tint law change",110,43,"/iowa-window-tint-medical-exemption/",organic,0,0
"is 35 tint legal in iowa",40,43,"/iowa-window-tint-medical-exemption/",organic,0,0.009999999776482582
"kansas tint law",70,43,"/kansas-window-tint-medical-exemption/",organic,0,0.009999999776482582
"las vegas tint laws",320,43,"/nevada-window-tint-medical-exemption/",organic,1.8799999952316284,0.05000000074505806
"las vegas window tint laws",140,43,"/nevada-window-tint-medical-exemption/",organic,0.029999999329447746,0.12999999523162842
"las vegas window tinting laws",140,43,"/nevada-window-tint-medical-exemption/",organic,0.029999999329447746,0.12999999523162842
"legal front window tint in michigan",90,43,"/michigan-window-tint-medical-exemption/",organic,3.440000057220459,0.05999999865889549
"legal tint exemption",30,43,"/ohio-window-tint-medical-exemption/",organic,8.079999923706055,0.23000000417232513
"legal tint in missouri",1600,43,"/missouri-window-tint-medical-exemption/",organic,1.1200000047683716,0.019999999552965164
"legal window tint in ky",480,43,"/kentucky-window-tint-medical-exemption/",organic,0.05000000074505806,0.019999999552965164
"legal window tint in north dakota",390,43,"/north-dakota-window-tint-medical-exemption/",organic,2.0199999809265137,0.05999999865889549
"legal window tint massachusetts",40,43,"/massachusetts-window-tint-medical-exemption/",organic,2.0199999809265137,0.029999999329447746
"maryland tint limit",70,43,"/maryland-window-tint-medical-exemption/",organic,0,0
"montana tint",110,43,"/montana-window-tint-medical-exemption/",organic,4.389999866485596,0.10999999940395355
"nd window tint law",390,43,"/north-dakota-window-tint-medical-exemption/",organic,2.0199999809265137,0.05999999865889549
"new hawaii tint law",40,43,"/hawaii-window-tint-medical-exemption/",organic,0,0.029999999329447746
"online tint exemption",50,43,"/product/south-carolina-online-window-tint-medical-exemption-consultation/",organic,2.1500000953674316,0.18000000715255737
"state of ohio window tint law",1600,43,"/ohio-window-tint-medical-exemption/",organic,0.9599999785423279,0.029999999329447746
"tint laws in oregon",1000,43,"/oregon-window-tint-medical-exemption/",organic,5.920000076293945,0.03999999910593033
"tint laws massachusetts",90,43,"/massachusetts-window-tint-medical-exemption/",organic,0,0
"tinted windows in ohio",390,43,"/ohio-window-tint-medical-exemption/",organic,3.759999990463257,0.3199999928474426
"utah legal window tint",720,43,"/utah-window-tint-medical-exemption/",organic,1.649999976158142,0.10000000149011612
"va legal window tint",3600,43,"/virginia-window-tint-medical-exemption/",organic,0.38999998569488525,0.019999999552965164
"west virginia window tint law",320,43,"/west-virginia-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what is the legal tint in west virginia",30,43,"/west-virginia-window-tint-medical-exemption/",organic,0.07000000029802322,0.009999999776482582
"what is the tint limit in tennessee",40,43,"/tennessee-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what tint is legal in washington state",70,43,"/window-tint-laws-by-state/washington-legal-tint/",organic,0.10000000149011612,0.019999999552965164
"whats the darkest legal tint in arkansas",30,43,"/arkansas-window-tint-medical-exemption/",organic,0,0
"window tint laws in utah",720,43,"/utah-window-tint-medical-exemption/",organic,1.649999976158142,0.10000000149011612
"window tint waiver",90,43,"/new-hampshire-window-tint-medical-exemption/",organic,1.899999976158142,0.17000000178813934
"window tinting laws in oklahoma",590,43,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"windshield tint ohio",90,43,"/ohio-window-tint-medical-exemption/",organic,0,0.20999999344348907
"windshield tint oregon",170,43,"/oregon-window-tint-medical-exemption/",organic,8.930000305175781,0.38999998569488525
"can you get a prescription for tinted windows",390,44,"/california-window-tint-medical-exemption/",organic,3.4800000190734863,0.09000000357627869
"can you tint your windshield in oregon",50,44,"/oregon-window-tint-medical-exemption/",organic,0,0.07000000029802322
"car window tint massachusetts",30,44,"/massachusetts-window-tint-medical-exemption/",organic,0.7400000095367432,0.05000000074505806
"ct tint laws",1300,44,"/connecticut-window-tint-medical-exemption/",organic,0,0.009999999776482582
"darkest legal tint colorado",260,44,"/window-tint-laws-by-state/colorado-legal-tint/",organic,4.090000152587891,0.14000000059604645
"darkest legal tint in ny",210,44,"/new-york-window-tint-medical-exemption/",organic,0,0.009999999776482582
"darkest legal tint in washington state",70,44,"/window-tint-laws-by-state/washington-legal-tint/",organic,4.269999980926514,0.05999999865889549
"darkest tint allowed in illinois",30,44,"/window-tint-laws-by-state/illinois-legal-tint/",organic,2.940000057220459,0.05000000074505806
"dmv tint",1600,44,"/virginia-window-tint-medical-exemption/",organic,2.809999942779541,0.17000000178813934
"front window tint az",30,44,"/window-tint-laws-by-state/arizona-legal-tint/",organic,4.619999885559082,0.5299999713897705
"how much is a tint ticket in mn",70,44,"/minnesota-window-tint-medical-exemption/",organic,0,0
"how to get tint prescription",320,44,"/",organic,2.4700000286102295,0.1899999976158142
"iowa window tint law 2025",170,44,"/iowa-window-tint-medical-exemption/",organic,0,0.009999999776482582
"is 5 tint legal in montana",40,44,"/montana-window-tint-medical-exemption/",organic,0,0
"legal tint in oregon",1000,44,"/oregon-window-tint-medical-exemption/",organic,5.920000076293945,0.03999999910593033
"legal tint in wisconsin",1600,44,"/wisconsin-window-tint-medical-exemption/",organic,0,0.019999999552965164
"legal tint limit oklahoma",50,44,"/oklahoma-window-tint-medical-exemption/",organic,0,0
"legal window tint in alabama",720,44,"/alabama-window-tint-medical-exemption/",organic,0.05000000074505806,0.009999999776482582
"legal window tint in mo",880,44,"/missouri-window-tint-medical-exemption/",organic,0.05000000074505806,0.029999999329447746
"legal window tint in ok",590,44,"/oklahoma-window-tint-medical-exemption/",organic,0,0.009999999776482582
"louisiana legal tint",3600,44,"/window-tint-laws-by-state/louisiana-legal-tint/",organic,0.23999999463558197,0.009999999776482582
"maryland legal tint",3600,44,"/maryland-window-tint-medical-exemption/",organic,1.440000057220459,0.009999999776482582
"md window tinting",30,44,"/maryland-window-tint-medical-exemption/",organic,0,0.4000000059604645
"montana tint law",40,44,"/montana-window-tint-medical-exemption/",organic,0,0
"ohio window tint",390,44,"/ohio-window-tint-medical-exemption/",organic,3.759999990463257,0.3199999928474426
"oklahoma legal tint limit",70,44,"/oklahoma-window-tint-medical-exemption/",organic,0,0
"oklahoma windshield tint law",40,44,"/oklahoma-window-tint-medical-exemption/",organic,0,0
"oregon window tinting laws",90,44,"/oregon-window-tint-medical-exemption/",organic,0,0.009999999776482582
"polarizado permitido en virginia",40,44,"/virginia-window-tint-medical-exemption/",organic,0,0.029999999329447746
"tint laws in delaware",590,44,"/delaware-window-tint-medical-exemption/",organic,0,0.019999999552965164
"tint laws in las vegas",320,44,"/nevada-window-tint-medical-exemption/",organic,1.8799999952316284,0.05000000074505806
"tint waiver",1000,44,"/new-hampshire-window-tint-medical-exemption/",organic,2.4000000953674316,0.14000000059604645
"tinted windows delaware",210,44,"/delaware-window-tint-medical-exemption/",organic,3.4600000381469727,0.6000000238418579
"tinted windows oregon",170,44,"/oregon-window-tint-medical-exemption/",organic,8.930000305175781,0.38999998569488525
"west virginia tint laws",480,44,"/west-virginia-window-tint-medical-exemption/",organic,3.8600001335144043,0.009999999776482582
"what is a tint exemption",140,44,"/minnesota-window-tint-medical-exemption/",organic,0,0.029999999329447746
"what is the legal tint in south dakota",40,44,"/south-dakota-window-tint-medical-exemption/",organic,1.6700000762939453,0.029999999329447746
"what is the legal tint limit in arkansas",40,44,"/arkansas-window-tint-medical-exemption/",organic,0,0
"what is the window tint law in wisconsin",40,44,"/wisconsin-window-tint-medical-exemption/",organic,0,0.009999999776482582
"what percent tint is legal in ct",30,44,"/connecticut-window-tint-medical-exemption/",organic,0,0
"what tint is illegal in sc",30,44,"/south-carolina-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what tint is legal in idaho",30,44,"/idaho-window-tint-medical-exemption/",organic,0,0.029999999329447746
"wi tint laws",260,44,"/wisconsin-window-tint-medical-exemption/",organic,0,0
"window tint in maine",170,44,"/maine-window-tint-medical-exemption/",organic,4.760000228881836,0.18000000715255737
"window tint law rhode island",70,44,"/rhode-island-window-tint-medical-exemption/",organic,0,0.009999999776482582
"window tint laws in alabama",720,44,"/alabama-window-tint-medical-exemption/",organic,0.05000000074505806,0.009999999776482582
"window tint laws in massachusetts",70,44,"/massachusetts-window-tint-medical-exemption/",organic,0,0.009999999776482582
"window tint oregon",170,44,"/oregon-window-tint-medical-exemption/",organic,8.930000305175781,0.38999998569488525
"window tinting law in virginia",3600,44,"/virginia-window-tint-medical-exemption/",organic,0.38999998569488525,0.019999999552965164
"alabama car tint laws",720,45,"/alabama-window-tint-medical-exemption/",organic,0.05000000074505806,0.009999999776482582
"are tinted tail lights illegal in michigan",30,45,"/window-tint-laws-by-state/michigan-legal-tint/",organic,0,0
"arkansas tint laws 2025",50,45,"/arkansas-window-tint-medical-exemption/",organic,0,0
"can you have tinted windows in pa",30,45,"/window-tint-laws-by-state/pennsylvania-legal-tint/",organic,0,0.019999999552965164
"car tint new york",2400,45,"/new-york-window-tint-medical-exemption/",organic,2.440000057220459,0.4099999964237213
"car tints in ct",390,45,"/connecticut-window-tint-medical-exemption/",organic,4.579999923706055,0.6700000166893005
"colorado car window tint law",20,45,"/window-tint-laws-by-state/colorado-legal-tint/",organic,0.4099999964237213,0.05999999865889549
"ct tint law",260,45,"/window-tint-laws-by-state/connecticut-legal-tint/",organic,0.03999999910593033,0.009999999776482582
"delaware window tinting law",140,45,"/delaware-window-tint-medical-exemption/",organic,0,0.019999999552965164
"eye doctor tint exemption",50,45,"/missouri-window-tint-medical-exemption/",organic,2.299999952316284,0.2199999988079071
"how much is a window tint ticket in minnesota",30,45,"/minnesota-window-tint-medical-exemption/",organic,0,0
"how to get a window tint ticket dismissed",390,45,"/new-york-window-tint-medical-exemption/",organic,2.3499999046325684,0.1899999976158142
"how to get prescribed window tint",40,45,"/indiana-window-tint-medical-exemption/",organic,0,0.15000000596046448
"idaho legal tint limit",40,45,"/idaho-window-tint-medical-exemption/",organic,0,0.019999999552965164
"is 35 tint legal in ny",720,45,"/new-york-window-tint-medical-exemption/",organic,0,0
"is 5 percent tint legal in alabama",20,45,"/alabama-window-tint-medical-exemption/",organic,0,0
"is 5 percent tint legal in washington",170,45,"/washington-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint in mississippi",1300,45,"/mississippi-window-tint-medical-exemption/",organic,0.12999999523162842,0.019999999552965164
"legal tint limit in kansas",70,45,"/kansas-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal window tint in missouri",880,45,"/missouri-window-tint-medical-exemption/",organic,0.05000000074505806,0.029999999329447746
"medical conditions for window tint",30,45,"/can-you-get-a-window-tint-medical-exemption-for-photophobia/",organic,0,0.07000000029802322
"mississippi tint law 2025",50,45,"/mississippi-window-tint-medical-exemption/",organic,0,0.009999999776482582
"missouri tint law",110,45,"/missouri-window-tint-medical-exemption/",organic,0,0
"missouri tinted windows law",880,45,"/missouri-window-tint-medical-exemption/",organic,0.05000000074505806,0.029999999329447746
"nd tint laws",210,45,"/north-dakota-window-tint-medical-exemption/",organic,2.440000057220459,0.07000000029802322
"oregon window tint law",720,45,"/oregon-window-tint-medical-exemption/",organic,1.3300000429153442,0.05000000074505806
"sc tint limit",40,45,"/south-carolina-window-tint-medical-exemption/",organic,0,0
"texas legal front window tint",30,45,"/window-tint-laws-by-state/texas-legal-tint/",organic,0.009999999776482582,0.20999999344348907
"tint laws in md",3600,45,"/maryland-window-tint-medical-exemption/",organic,1.440000057220459,0.009999999776482582
"tinted window ticket nj",50,45,"/new-jersey-window-tint-medical-exemption/",organic,0,0.029999999329447746
"tinted windows massachusetts",40,45,"/massachusetts-window-tint-medical-exemption/",organic,3.9100000858306885,0.6100000143051147
"virginia tint laws 2023",70,45,"/window-tint-laws-by-state/virginia-legal-tint/",organic,0.029999999329447746,0.05000000074505806
"washington state tinting laws",2400,45,"/washington-window-tint-medical-exemption/",organic,0.49000000953674316,0.029999999329447746
"washington tinting laws",2400,45,"/washington-window-tint-medical-exemption/",organic,0.49000000953674316,0.029999999329447746
"what is legal window tint in tennessee",30,45,"/tennessee-window-tint-medical-exemption/",organic,0,0.07000000029802322
"what is the legal tint in ky",50,45,"/kentucky-window-tint-medical-exemption/",organic,0,0
"what is the legal tint in new jersey",40,45,"/new-jersey-window-tint-medical-exemption/",organic,0,0
"what is the legal tint in sc",480,45,"/south-carolina-window-tint-medical-exemption/",organic,0.05999999865889549,0.019999999552965164
"what medical conditions qualify for tint exemption",70,45,"/florida-window-tint-medical-exemption/",organic,0,0.03999999910593033
"what tint is legal in alabama",140,45,"/alabama-window-tint-medical-exemption/",organic,0,0.009999999776482582
"what tint is legal in nebraska",40,45,"/nebraska-window-tint-medical-exemption/",organic,0,0.019999999552965164
"what to say to get a tint waiver",90,45,"/texas-window-tint-medical-exemption/",organic,0,0.05000000074505806
"whats legal tint in ny",90,45,"/new-york-window-tint-medical-exemption/",organic,0,0.009999999776482582
"window tint law missouri",880,45,"/missouri-window-tint-medical-exemption/",organic,0.05000000074505806,0.029999999329447746
"window tint legal in ohio",1600,45,"/ohio-window-tint-medical-exemption/",organic,0.9599999785423279,0.029999999329447746
"window tint mass",480,45,"/massachusetts-window-tint-medical-exemption/",organic,3.2300000190734863,0.38999998569488525
"window tint nys",110,45,"/new-york-window-tint-medical-exemption/",organic,1.9500000476837158,0.10999999940395355
"window tint vermont",70,45,"/vermont-window-tint-medical-exemption/",organic,0,0.05999999865889549
"window tinting laws in massachusetts",70,45,"/massachusetts-window-tint-medical-exemption/",organic,0,0.009999999776482582
"window tinting laws in mississippi",480,45,"/mississippi-window-tint-medical-exemption/",organic,1.8899999856948853,0.009999999776482582
"window tints nyc",2400,45,"/new-york-window-tint-medical-exemption/",organic,2.440000057220459,0.4099999964237213
"windshield tint alabama",50,45,"/alabama-window-tint-medical-exemption/",organic,5,0.07999999821186066
"can you get a tint exemption for astigmatism",140,46,"/minnesota-window-tint-medical-exemption/",organic,0,0.019999999552965164
"car window tint law",110,46,"/window-tint-laws-by-state",organic,3.0799999237060547,0.09000000357627869
"florida tint exemption",390,46,"/florida-window-tint-medical-exemption/",organic,4.789999961853027,0.25
"hawaii windshield tint law",30,46,"/hawaii-window-tint-medical-exemption/",organic,0,0
"how to get a tint exemption",720,46,"/indiana-window-tint-medical-exemption/",organic,1.9900000095367432,0.14000000059604645
"indiana window tint law",1900,46,"/indiana-window-tint-medical-exemption/",organic,3.8600001335144043,0.019999999552965164
"legal car tint in ohio",1600,46,"/ohio-window-tint-medical-exemption/",organic,0.9599999785423279,0.029999999329447746
"legal ohio window tint",1600,46,"/ohio-window-tint-medical-exemption/",organic,0.9599999785423279,0.029999999329447746
"legal tint percentage in michigan",70,46,"/michigan-window-tint-medical-exemption/",organic,0,0.009999999776482582
"legal tint washington state",2400,46,"/washington-window-tint-medical-exemption/",organic,0.49000000953674316,0.029999999329447746
"legal window tint in ohio",4400,46,"/ohio-window-tint-medical-exemption/",organic,1.8799999952316284,0.029999999329447746
"md legal tint",3600,46,"/maryland-window-tint-medical-exemption/",organic,1.440000057220459,0.009999999776482582
"md tint laws",170,46,"/maryland-window-tint-medical-exemption/",organic,0,0
"mississippi window tint laws",1300,46,"/mississippi-window-tint-medical-exemption/",organic,0.12999999523162842,0.019999999552965164
"missouri tinted window law",880,46,"/missouri-window-tint-medical-exemption/",organic,0.05000000074505806,0.029999999329447746
"montana window tinting",70,46,"/montana-window-tint-medical-exemption/",organic,0,0.03999999910593033
"new tint law hawaii",30,46,"/hawaii-window-tint-medical-exemption/",organic,0,0
"nj tinted windows law",2900,46,"/new-jersey-window-tint-medical-exemption/",organic,2.559999942779541,0.019999999552965164
"nyc tints",2400,46,"/new-york-window-tint-medical-exemption/",organic,2.440000057220459,0.4099999964237213
"nys inspection tint",50,46,"/new-york-window-tint-medical-exemption/",organic,0,0.11999999731779099
"nys inspection tinted windows",50,46,"/new-york-window-tint-medical-exemption/",organic,0,0.029999999329447746
"ohio auto window tint laws",70,46,"/ohio-window-tint-medical-exemption/",organic,0.009999999776482582,0.029999999329447746
"ohio legal tint",4400,46,"/ohio-window-tint-medical-exemption/",organic,1.8799999952316284,0.029999999329447746
"prescription for car tint",30,46,"/indiana-window-tint-medical-exemption/",organic,4.380000114440918,0.2800000011920929
"tint laws in washington",2400,46,"/washington-window-tint-medical-exemption/",organic,0.49000000953674316,0.029999999329447746
